1843.9024390243903, 1756.0975609756097
1812.242568370987, 1643.757431629013
1820.1208102427443, 1572.2887897572557
1844.704778961851, 1517.6431869123257
1877.0200489389551, 1470.694323329578
1912.9901368942826, 1427.5026937645227
1950.629456499627, 1386.2759367361496
1988.9307973471268, 1346.186651995636
2027.3664340489352, 1306.858479828623
1107.3241791810576, 1268.1295668570342
1299.4606421206652, 1417.3029020015117
573.9921210127557, 1512.2172410301011
705.7278512738428, 1770.7457664491528
824.5079117279994, 1970.2642779647913
922.0695034240441, 2098.476042273106
998.3596245768907, 2163.9043849242003
1058.4683537997305, 2184.940610584019
1108.2985999415325, 2178.8595900973614
1152.3474464954325, 2157.5784936119417
1193.4384168681954, 2128.1090339435127
1233.1716417173773, 2094.2479143011215
1272.4006673544468, 2057.97053140715
1311.5596170852707, 2020.2913328260108
1350.8560668731716, 1981.7357451300445
1390.3773718907757, 1942.5851182994163
1430.147460671095, 1903.0004304619724
1470.1567357480492, 1863.0838713268301
1510.3777366589788, 1822.9092322554034
887.5829086798291, 1782.5367900086505
1007.9231988628335, 1927.8254683712476
1102.5090090213655, 2008.3209562547534
1175.4416845479948, 2039.2138024372105
1233.6309303391486, 2038.2508151380466
1283.0639932361066, 2018.9771015216509
1327.744920345236, 1989.7954130710486
1370.0193604512733, 1955.3800600965792
1411.1632880329946, 1918.1936468617853
1451.836852459013, 1879.5059098933618
1492.3644033486528, 1839.9730501382767
1532.8919468437962, 1799.9432977998354
1573.471953703483, 1759.6122980711484
1614.108124339564, 1719.100658908175
1654.7788178429357, 1678.4922381206918
1695.4492998417447, 1637.8528942249652
917.7670604172691, 1597.2395839687927
1062.5559526788616, 1761.1652507043254
1178.7899293898997, 1860.7816605195114
1267.6876759976103, 1905.820391338843
1336.2931575526395, 1913.2959254346074
1392.110034211511, 1898.2992090288744
1440.651338104064, 1870.9435785562496
1485.3085354280972, 1837.0847057548092
1527.9783578923925, 1799.8669765232885
1569.662514813223, 1760.9223013414662
1610.8660928859656, 1721.0918487060433
1651.8287505720566, 1680.8166031352482
1692.6509739591818, 1640.3382985637425
1733.3610739814658, 1599.8002111899873
1773.9502716017646, 1559.2970332105433
1814.3909845507474, 1518.8993334119368
1854.6463699569103, 1478.6654554135498
1894.6753398543813, 1438.647239428127
1934.4352374948066, 1398.892718795766
1973.8833039526473, 1359.4473408549686
2012.9775162471913, 1320.3544728221989
1429.6805614272193, 1281.6555658858451
1599.0635128348806, 1365.2391388437652
1725.4199596522749, 1402.9704862533363
1817.270430627228, 1407.291220926163
1886.1184799879288, 1391.0543206418479
1941.2452011022124, 1363.5347650643112
1988.6309270400718, 1330.3034284933726
2031.7047745927916, 1294.3979702563447
2072.3115827027873, 1257.3986141769728
2111.4059332918646, 1220.1138627470182
2149.4663186020043, 1182.9597527464753
2186.7232647843416, 1146.156314087918
2223.280295480605, 1109.8261297382242
2259.1768850737194, 1074.0429864792677
2294.4209142545747, 1038.8556862575497
2329.0053195976493, 1004.2996468422875
2362.9166083153727, 970.40254145056
2396.13919925544, 937.1870422640172
2428.657623883229, 904.6721635356225
2460.457628424498, 872.8739319497076
2491.526709514342, 841.8057373389561
1451.5484156651382, 811.4785345642204
1713.853181046826, 912.493597677553
1927.493626278618, 977.3719314905622
2084.776075574539, 1006.7856747721835
2194.411701485652, 1009.2678156033985
2271.1598487461224, 994.8250596550633
2327.869097098095, 971.1096522180383
2373.1303126542653, 942.8486930540193
2411.965354577203, 912.6456390405083
2447.1096702777413, 881.8510813162643
2479.998439921767, 851.1457346212419
2511.3691766283214, 820.868858447418
2541.59610798476, 791.1893962680356
2570.8674970263983, 762.1918767491611
2599.277588413919, 733.9187538824517
2626.8737305044565, 706.3911044954139
2653.680359860411, 679.618723602387
2679.7111442379446, 653.6050639841628
2704.97509209458, 628.3496786391497
1458.1258328413421, 603.849456653084
894.7204546293365, 694.4517098054093
1152.7893829803982, 852.1486384395885
509.8935539782694, 993.388495804089
670.977088377723, 1244.9674481161371
839.6121196666444, 1483.678165036045
997.1418984460522, 1678.1418665588965
1129.299734970908, 1810.054429041657
1232.1697339671655, 1880.8910768269807
653.3650397026549, 1905.3302640630077
385.0869767762372, 2099.910755678627
452.2894514283299, 2348.925087708094
508.70291230261216, 2516.09846226163
554.197683746905, 2610.5908747645994
591.4407226768418, 2653.3591220776166
623.5767497743145, 2664.3141124795898
653.0260440540227, 2657.2763010129256
681.3258351291212, 2640.412440107941
415.2332772121518, 2618.154158996702
452.513996260525, 2717.3512573302974
483.3402610837395, 2764.250760414133
510.237558263105, 2779.121857546664
535.1328599941772, 2775.923458764018
559.2478051036713, 2762.872581135335
321.6743823597686, 2744.41970701426
349.46426009223194, 2839.536929234658
372.83874148947143, 2885.203754671616
393.6495225301351, 2901.1880856927605
413.2500807664855, 2900.613101883863
432.4832293711362, 2891.0581656055624
451.8345804993105, 2876.5884013471878
471.57492647839433, 2859.2996143787623
491.8545325663534, 2840.2484976798255
512.758134207096, 2819.959820535808
534.3352087968093, 2798.690378437688
556.6161623481509, 2776.5632837296157
579.6208429417001, 2753.635543211656
603.3629622883268, 2729.931896566888
627.8523581508555, 2705.4617377213754
653.0961237697448, 2680.2275907775256
679.0991448867576, 2654.229379039666
705.8643282362184, 2627.4666003901903
733.392670515562, 2599.9394604634417
761.6832462512454, 2571.6494859047057
790.7331560959448, 2542.5998766486427
820.537457852433, 2512.795725186514
851.0890924906126, 2482.2441656955243
882.378812196827, 2450.9544835629076
567.2069535657822, 2418.9381997831615
620.6885187726245, 2520.9697797203826
